txn_id,timestamp,src,dst,amount,channel,src_country,dst_country
T0001017,2025-01-21 03:41:00.000000000,ACC00071,ACC00125,193.39,CRYPTO,US,DE
T0003783,2025-01-21 03:46:00.000000000,ACC00278,ACC00045,364.68,ACH,CA,DE
T0003342,2025-01-21 04:28:00.000000000,ACC00243,ACC00020,2719.86,CARD,IN,CA
T0002435,2025-01-21 04:37:00.000000000,ACC00176,ACC00010,336.68,WIRE,IN,GB
T0000529,2025-01-21 04:43:00.000000000,ACC00037,ACC00072,118.72,WIRE,AU,CA
T0002618,2025-01-21 04:54:00.000000000,ACC00065,ACC00189,978.47,WIRE,IN,SG
T0000841,2025-01-21 05:19:00.000000000,ACC00181,ACC00059,437.84,ACH,US,IN
T0002659,2025-01-21 05:37:00.000000000,ACC00001,ACC00192,75.37,WIRE,IN,CA
T0000567,2025-01-21 05:56:00.000000000,ACC00039,ACC00230,151.35,CARD,DE,US
T0001322,2025-01-21 06:26:00.000000000,ACC00097,ACC00246,2079.19,WIRE,US,US
T0003651,2025-01-21 06:28:00.000000000,ACC00266,ACC00034,299.3,CARD,CA,DE
T0003654,2025-01-21 06:41:00.000000000,ACC00013,ACC00266,1215.71,ACH,IN,CA
T0001910,2025-01-21 06:57:00.000000000,ACC00178,ACC00137,700.59,CARD,DE,CA
T0000281,2025-01-21 06:58:00.000000000,ACC00018,ACC00201,360.8,CARD,CA,US
T0003343,2025-01-21 07:13:00.000000000,ACC00243,ACC00119,153.81,WIRE,IN,US
T0003323,2025-01-21 07:25:00.000000000,ACC00094,ACC00241,196.92,ACH,CA,IN
T0000641,2025-01-21 07:47:00.000000000,ACC00111,ACC00045,1525.52,ACH,SG,DE
T0001688,2025-01-21 07:49:00.000000000,ACC00232,ACC00121,188.64,ACH,IN,IN
T0002174,2025-01-21 07:51:00.000000000,ACC00156,ACC00063,1857.55,ACH,CA,US
T0000235,2025-01-21 07:54:00.000000000,ACC00030,ACC00015,615.19,CARD,GB,IN
T0001516,2025-01-21 08:01:00.000000000,ACC00127,ACC00111,169.93,WIRE,IN,SG
T0002513,2025-01-21 08:06:00.000000000,ACC00264,ACC00181,396.49,WIRE,IN,US
T0002031,2025-01-21 08:27:00.000000000,ACC00214,ACC00145,828.41,ACH,SG,IN
T0000968,2025-01-21 08:36:00.000000000,ACC00039,ACC00068,585.61,ACH,DE,GB
T0000165,2025-01-21 08:47:00.000000000,ACC00011,ACC00229,667.59,CARD,CA,SG
T0001096,2025-01-21 09:00:00.000000000,ACC00078,ACC00155,525.98,WIRE,CA,AU
T0002836,2025-01-21 09:00:00.000000000,ACC00294,ACC00205,262.42,CARD,SG,AU
T0002190,2025-01-21 09:01:00.000000000,ACC00157,ACC00030,99.52,ACH,US,GB
T0001583,2025-01-21 09:13:00.000000000,ACC00115,ACC00081,884.08,WIRE,GB,IN
T0001258,2025-01-21 09:13:00.000000000,ACC00082,ACC00093,455.34,ACH,US,GB
T0002002,2025-01-21 09:22:00.000000000,ACC00142,ACC00099,51.29,ACH,DE,CA
T0003526,2025-01-21 09:23:00.000000000,ACC00088,ACC00254,212.62,WIRE,GB,IN
T0000158,2025-01-21 09:23:00.000000000,ACC00011,ACC00101,456.06,ACH,CA,DE
T0003531,2025-01-21 09:33:00.000000000,ACC00255,ACC00023,502.64,ACH,IN,DE
T0002900,2025-01-21 09:36:00.000000000,ACC00208,ACC00198,2126.67,WIRE,US,DE
T0001645,2025-01-21 09:40:00.000000000,ACC00105,ACC00118,102.02,CARD,IN,AU
T0003329,2025-01-21 09:56:00.000000000,ACC00242,ACC00196,454.96,CARD,SG,DE
T0004084,2025-01-21 10:00:00.000000000,ACC00058,ACC00203,9907.57,CASH,CA,DE
T0004127,2025-01-21 10:00:00.000000000,ACC00151,ACC00243,9882.16,CASH,AU,IN
T0004149,2025-01-21 10:00:00.000000000,ACC00252,ACC00002,1890.29,ACH,IN,AU
T0001545,2025-01-21 10:03:00.000000000,ACC00113,ACC00239,2415.62,CARD,GB,US
T0001492,2025-01-21 10:06:00.000000000,ACC00108,ACC00054,295.15,WIRE,US,SG
T0000031,2025-01-21 10:22:00.000000000,ACC00200,ACC00001,455.95,WIRE,US,IN
T0000419,2025-01-21 10:23:00.000000000,ACC00031,ACC00232,491.45,ACH,AU,IN
T0001581,2025-01-21 10:25:00.000000000,ACC00115,ACC00284,1422.01,WIRE,GB,AU
T0000694,2025-01-21 10:34:00.000000000,ACC00202,ACC00050,501.49,CRYPTO,SG,CA
T0001904,2025-01-21 10:41:00.000000000,ACC00136,ACC00132,256.04,WIRE,CA,CA
T0003046,2025-01-21 10:51:00.000000000,ACC00208,ACC00220,469.85,CARD,US,CA
T0003138,2025-01-21 10:58:00.000000000,ACC00207,ACC00227,120.28,CASH,CA,CA
T0002553,2025-01-21 11:06:00.000000000,ACC00186,ACC00040,217.8,ACH,GB,CA
T0000580,2025-01-21 11:13:00.000000000,ACC00040,ACC00132,713.12,CASH,CA,CA
T0000316,2025-01-21 11:15:00.000000000,ACC00103,ACC00023,33.2,ACH,SG,DE
T0001669,2025-01-21 11:16:00.000000000,ACC00267,ACC00120,152.16,WIRE,DE,DE
T0003403,2025-01-21 11:17:00.000000000,ACC00247,ACC00075,182.97,WIRE,SG,US
T0002577,2025-01-21 11:23:00.000000000,ACC00231,ACC00187,890.6,WIRE,US,DE
T0002468,2025-01-21 11:24:00.000000000,ACC00178,ACC00261,138.88,CARD,DE,CA
T0002586,2025-01-21 11:28:00.000000000,ACC00187,ACC00036,222.95,WIRE,DE,CA
T0000247,2025-01-21 11:44:00.000000000,ACC00036,ACC00016,323.48,CARD,CA,AU
T0002865,2025-01-21 11:45:00.000000000,ACC00206,ACC00204,293.33,WIRE,SG,DE
T0003573,2025-01-21 11:51:00.000000000,ACC00250,ACC00258,850.57,ACH,DE,CA
T0003288,2025-01-21 12:01:00.000000000,ACC00237,ACC00157,331.16,CASH,SG,US
T0002452,2025-01-21 12:03:00.000000000,ACC00240,ACC00177,497.36,CARD,IN,IN
T0001008,2025-01-21 12:06:00.000000000,ACC00099,ACC00071,356.69,WIRE,CA,US
T0003668,2025-01-21 12:10:00.000000000,ACC00246,ACC00266,320.44,ACH,US,CA
T0003172,2025-01-21 12:16:00.000000000,ACC00229,ACC00257,222.75,ACH,SG,GB
T0001638,2025-01-21 12:23:00.000000000,ACC00118,ACC00081,2030.51,WIRE,AU,IN
T0003985,2025-01-21 12:33:00.000000000,ACC00296,ACC00289,996.47,CARD,IN,AU
T0002294,2025-01-21 12:34:00.000000000,ACC00255,ACC00165,1439.35,WIRE,IN,CA
T0002623,2025-01-21 12:34:00.000000000,ACC00062,ACC00189,485.9,WIRE,SG,SG
T0000210,2025-01-21 12:36:00.000000000,ACC00013,ACC00086,1063.59,WIRE,IN,AU
T0000639,2025-01-21 12:50:00.000000000,ACC00272,ACC00045,2784.8,CARD,GB,DE
T0002655,2025-01-21 12:52:00.000000000,ACC00047,ACC00192,364.64,WIRE,DE,CA
T0003603,2025-01-21 12:55:00.000000000,ACC00261,ACC00213,201.69,ACH,CA,GB
T0003645,2025-01-21 12:58:00.000000000,ACC00265,ACC00229,1253.26,ACH,IN,SG
T0002552,2025-01-21 13:01:00.000000000,ACC00186,ACC00252,2689.7,WIRE,GB,IN
T0001354,2025-01-21 13:04:00.000000000,ACC00004,ACC00098,671.88,WIRE,SG,IN
T0000761,2025-01-21 13:05:00.000000000,ACC00054,ACC00256,332.99,CRYPTO,SG,US
T0001168,2025-01-21 13:08:00.000000000,ACC00086,ACC00217,1833.0,CARD,AU,CA
T0003304,2025-01-21 13:13:00.000000000,ACC00043,ACC00239,951.86,CARD,US,US
T0000872,2025-01-21 13:22:00.000000000,ACC00061,ACC00266,935.0,CARD,DE,CA
T0003572,2025-01-21 13:29:00.000000000,ACC00208,ACC00258,800.97,CARD,US,CA
T0003954,2025-01-21 13:30:00.000000000,ACC00293,ACC00055,1070.13,WIRE,AU,AU
T0002495,2025-01-21 13:33:00.000000000,ACC00180,ACC00249,4151.51,ACH,CA,GB
T0001724,2025-01-21 13:43:00.000000000,ACC00124,ACC00068,551.31,CARD,IN,GB
T0000899,2025-01-21 13:45:00.000000000,ACC00272,ACC00064,2181.32,ACH,GB,IN
T0002047,2025-01-21 13:45:00.000000000,ACC00294,ACC00146,591.44,WIRE,SG,SG
T0001064,2025-01-21 13:49:00.000000000,ACC00218,ACC00074,354.53,ACH,IN,IN
T0003406,2025-01-21 13:58:00.000000000,ACC00247,ACC00004,288.0,WIRE,SG,SG
T0004150,2025-01-21 14:00:00.000000000,ACC00078,ACC00002,937.95,ACH,CA,AU
T0004154,2025-01-21 14:00:00.000000000,ACC00056,ACC00002,1151.23,ACH,CA,AU
T0003569,2025-01-21 14:06:00.000000000,ACC00259,ACC00258,1056.05,ACH,GB,CA
T0001091,2025-01-21 14:09:00.000000000,ACC00078,ACC00123,305.85,ACH,CA,AU
T0001272,2025-01-21 14:15:00.000000000,ACC00096,ACC00093,156.25,CASH,GB,GB
T0002227,2025-01-21 14:18:00.000000000,ACC00160,ACC00035,177.06,CARD,DE,DE
T0001781,2025-01-21 14:25:00.000000000,ACC00128,ACC00045,120.64,CARD,SG,DE
T0001723,2025-01-21 14:30:00.000000000,ACC00062,ACC00124,218.53,CRYPTO,SG,IN
T0001596,2025-01-21 14:31:00.000000000,ACC00115,ACC00216,205.15,ACH,GB,DE
T0002770,2025-01-21 14:37:00.000000000,ACC00200,ACC00001,1147.18,ACH,US,IN
T0000533,2025-01-21 14:38:00.000000000,ACC00267,ACC00037,433.03,WIRE,DE,AU
T0002159,2025-01-21 14:38:00.000000000,ACC00155,ACC00286,72.98,WIRE,AU,GB
T0000327,2025-01-21 14:46:00.000000000,ACC00183,ACC00024,362.32,WIRE,AU,DE
T0002353,2025-01-21 14:46:00.000000000,ACC00169,ACC00172,276.33,WIRE,DE,CA
T0002171,2025-01-21 14:49:00.000000000,ACC00156,ACC00288,1484.65,ACH,CA,SG
T0001526,2025-01-21 14:58:00.000000000,ACC00112,ACC00036,495.19,ACH,IN,CA
T0001145,2025-01-21 14:58:00.000000000,ACC00083,ACC00220,82.82,WIRE,US,CA
T0002486,2025-01-21 14:58:00.000000000,ACC00035,ACC00179,67.4,WIRE,DE,GB
T0001659,2025-01-21 15:09:00.000000000,ACC00119,ACC00088,265.41,ACH,US,GB
T0002954,2025-01-21 15:13:00.000000000,ACC00097,ACC00213,953.96,WIRE,US,GB
T0000050,2025-01-21 15:19:00.000000000,ACC00003,ACC00160,1005.06,WIRE,DE,DE
T0000188,2025-01-21 15:21:00.000000000,ACC00053,ACC00013,497.23,ACH,US,IN
T0003512,2025-01-21 15:24:00.000000000,ACC00254,ACC00245,566.4,ACH,IN,DE
T0002679,2025-01-21 15:24:00.000000000,ACC00027,ACC00194,306.98,CARD,US,DE
T0003051,2025-01-21 15:30:00.000000000,ACC00220,ACC00281,145.93,WIRE,CA,US
T0002217,2025-01-21 15:33:00.000000000,ACC00094,ACC00159,36.21,WIRE,CA,GB
T0000713,2025-01-21 15:35:00.000000000,ACC00270,ACC00051,98.15,CASH,GB,SG
T0002191,2025-01-21 15:39:00.000000000,ACC00153,ACC00157,864.04,CARD,DE,US
T0003554,2025-01-21 15:44:00.000000000,ACC00161,ACC00257,540.01,ACH,US,GB
T0001301,2025-01-21 15:45:00.000000000,ACC00009,ACC00095,257.47,WIRE,US,IN
T0000883,2025-01-21 15:52:00.000000000,ACC00259,ACC00062,746.13,CARD,GB,SG
T0004153,2025-01-21 16:00:00.000000000,ACC00122,ACC00002,1768.09,ACH,IN,AU
T0001942,2025-01-21 16:02:00.000000000,ACC00234,ACC00139,966.0,ACH,DE,IN
T0000683,2025-01-21 16:05:00.000000000,ACC00049,ACC00103,311.89,WIRE,GB,SG
T0003207,2025-01-21 16:15:00.000000000,ACC00230,ACC00232,296.87,CARD,US,IN
T0002541,2025-01-21 16:21:00.000000000,ACC00284,ACC00184,764.12,ACH,AU,GB
T0001535,2025-01-21 16:26:00.000000000,ACC00112,ACC00011,664.45,CARD,IN,CA
T0003407,2025-01-21 16:27:00.000000000,ACC00086,ACC00247,267.63,ACH,AU,SG
T0002272,2025-01-21 16:27:00.000000000,ACC00144,ACC00163,423.84,CARD,SG,CA
T0001032,2025-01-21 16:28:00.000000000,ACC00055,ACC00072,4179.36,ACH,AU,CA
T0003244,2025-01-21 16:28:00.000000000,ACC00234,ACC00041,276.8,ACH,DE,CA
T0003908,2025-01-21 16:29:00.000000000,ACC00283,ACC00290,189.26,ACH,DE,SG
T0002175,2025-01-21 16:32:00.000000000,ACC00204,ACC00156,513.62,WIRE,DE,CA
T0002864,2025-01-21 16:32:00.000000000,ACC00206,ACC00114,135.84,ACH,SG,CA
T0003757,2025-01-21 16:35:00.000000000,ACC00276,ACC00212,1105.77,ACH,AU,IN
T0003014,2025-01-21 16:38:00.000000000,ACC00217,ACC00168,190.26,CARD,CA,CA
T0003598,2025-01-21 16:47:00.000000000,ACC00260,ACC00129,446.66,ACH,IN,AU
T0001839,2025-01-21 16:48:00.000000000,ACC00052,ACC00132,603.2,WIRE,AU,CA
T0001607,2025-01-21 16:49:00.000000000,ACC00089,ACC00116,398.85,CARD,CA,GB
T0003702,2025-01-21 17:13:00.000000000,ACC00270,ACC00058,832.07,WIRE,GB,CA
T0003181,2025-01-21 17:28:00.000000000,ACC00231,ACC00050,339.66,CARD,US,CA
T0004139,2025-01-21 18:00:00.000000000,ACC00074,ACC00002,1984.35,ACH,IN,AU
T0003754,2025-01-21 18:15:00.000000000,ACC00276,ACC00004,44.74,WIRE,AU,SG
T0001415,2025-01-21 18:23:00.000000000,ACC00270,ACC00103,519.68,CARD,GB,SG
T0000309,2025-01-21 18:44:00.000000000,ACC00051,ACC00023,1976.49,WIRE,SG,DE
T0003872,2025-01-21 18:44:00.000000000,ACC00287,ACC00175,135.82,WIRE,AU,IN
T0001998,2025-01-21 19:05:00.000000000,ACC00142,ACC00013,7817.33,CARD,DE,IN
T0003113,2025-01-21 19:16:00.000000000,ACC00177,ACC00225,1632.61,CARD,IN,IN
T0003079,2025-01-21 19:18:00.000000000,ACC00049,ACC00222,1899.52,CARD,GB,CA
T0003804,2025-01-21 19:49:00.000000000,ACC00207,ACC00280,482.97,CARD,CA,DE
T0002756,2025-01-21 19:50:00.000000000,ACC00199,ACC00223,186.46,WIRE,SG,GB
T0001348,2025-01-21 20:12:00.000000000,ACC00053,ACC00098,621.11,CARD,US,IN
T0002937,2025-01-21 20:24:00.000000000,ACC00211,ACC00108,981.72,CASH,IN,US
T0000107,2025-01-21 20:37:00.000000000,ACC00195,ACC00007,6528.96,ACH,CA,IN
T0001302,2025-01-21 21:04:00.000000000,ACC00123,ACC00095,1134.42,ACH,AU,IN
T0000732,2025-01-21 22:04:00.000000000,ACC00052,ACC00084,346.72,WIRE,AU,DE
T0003962,2025-01-22 00:37:00.000000000,ACC00132,ACC00294,3739.56,CASH,CA,SG
T0000348,2025-01-22 02:53:00.000000000,ACC00026,ACC00204,95.34,CARD,CA,DE
T0000378,2025-01-22 05:06:00.000000000,ACC00139,ACC00029,670.39,CASH,IN,IN
T0000818,2025-01-22 05:29:00.000000000,ACC00278,ACC00058,176.81,ACH,CA,CA
T0003026,2025-01-22 05:39:00.000000000,ACC00218,ACC00293,338.43,WIRE,IN,AU
T0001490,2025-01-22 05:40:00.000000000,ACC00108,ACC00292,396.6,CARD,US,AU
T0000741,2025-01-22 05:53:00.000000000,ACC00053,ACC00268,515.57,ACH,US,SG
T0002923,2025-01-22 05:55:00.000000000,ACC00279,ACC00209,361.29,ACH,SG,AU
T0000902,2025-01-22 06:29:00.000000000,ACC00064,ACC00101,459.03,ACH,IN,DE
T0001979,2025-01-22 07:01:00.000000000,ACC00280,ACC00141,1252.06,WIRE,DE,AU
T0003137,2025-01-22 07:06:00.000000000,ACC00278,ACC00227,440.51,WIRE,CA,CA
T0001657,2025-01-22 07:10:00.000000000,ACC00119,ACC00140,494.75,ACH,US,GB
T0003840,2025-01-22 07:11:00.000000000,ACC00285,ACC00199,8767.92,WIRE,IN,SG
T0002264,2025-01-22 07:38:00.000000000,ACC00162,ACC00182,1396.93,ACH,GB,US
T0003658,2025-01-22 07:49:00.000000000,ACC00236,ACC00266,215.69,WIRE,US,CA
T0000610,2025-01-22 07:59:00.000000000,ACC00043,ACC00205,3791.11,ACH,US,AU
T0000286,2025-01-22 08:03:00.000000000,ACC00020,ACC00066,131.29,WIRE,CA,CA
T0000330,2025-01-22 08:07:00.000000000,ACC00024,ACC00065,127.71,CARD,DE,IN
T0000292,2025-01-22 08:07:00.000000000,ACC00020,ACC00130,217.02,WIRE,CA,CA
T0000505,2025-01-22 08:09:00.000000000,ACC00202,ACC00035,2054.04,WIRE,SG,DE
T0003802,2025-01-22 08:25:00.000000000,ACC00001,ACC00280,107.38,WIRE,IN,DE
T0002232,2025-01-22 08:28:00.000000000,ACC00160,ACC00096,510.03,WIRE,DE,GB
T0001148,2025-01-22 08:32:00.000000000,ACC00034,ACC00083,359.55,CASH,DE,US
T0000156,2025-01-22 08:37:00.000000000,ACC00256,ACC00011,503.51,WIRE,US,CA
T0000218,2025-01-22 08:56:00.000000000,ACC00014,ACC00065,321.47,WIRE,DE,IN
T0002123,2025-01-22 08:57:00.000000000,ACC00151,ACC00113,444.62,WIRE,AU,GB
T0003841,2025-01-22 09:16:00.000000000,ACC00285,ACC00179,328.26,ACH,IN,GB
T0003938,2025-01-22 09:52:00.000000000,ACC00186,ACC00292,430.92,ACH,GB,AU
T0001303,2025-01-22 09:59:00.000000000,ACC00045,ACC00096,2330.13,WIRE,DE,GB
T0000063,2025-01-22 10:01:00.000000000,ACC00004,ACC00185,691.07,CARD,SG,AU
T0002505,2025-01-22 10:14:00.000000000,ACC00264,ACC00180,698.11,ACH,IN,CA
T0004008,2025-01-22 10:36:00.000000000,ACC00100,ACC00298,197.66,ACH,IN,GB
T0001425,2025-01-22 10:38:00.000000000,ACC00261,ACC00103,1178.23,WIRE,CA,SG
T0000497,2025-01-22 10:45:00.000000000,ACC00051,ACC00035,481.26,WIRE,SG,DE
T0001832,2025-01-22 10:47:00.000000000,ACC00132,ACC00269,413.96,ACH,CA,CA
T0001019,2025-01-22 10:49:00.000000000,ACC00123,ACC00071,457.2,ACH,AU,US
T0001342,2025-01-22 11:03:00.000000000,ACC00058,ACC00098,1374.8,ACH,CA,IN
T0001860,2025-01-22 11:05:00.000000000,ACC00133,ACC00289,866.3,ACH,IN,AU
T0000796,2025-01-22 11:14:00.000000000,ACC00057,ACC00066,403.39,ACH,CA,CA
T0003049,2025-01-22 11:18:00.000000000,ACC00220,ACC00204,1094.51,WIRE,CA,DE
T0000640,2025-01-22 11:18:00.000000000,ACC00231,ACC00045,307.27,CASH,US,DE
T0002045,2025-01-22 11:20:00.000000000,ACC00146,ACC00050,383.5,WIRE,SG,CA
T0004004,2025-01-22 11:26:00.000000000,ACC00121,ACC00298,1017.7,ACH,IN,GB
T0000987,2025-01-22 11:27:00.000000000,ACC00067,ACC00070,1493.8,WIRE,CA,US
T0001332,2025-01-22 11:29:00.000000000,ACC00098,ACC00297,166.89,WIRE,IN,AU
T0003856,2025-01-22 11:47:00.000000000,ACC00286,ACC00110,169.71,ACH,GB,IN
T0003447,2025-01-22 11:56:00.000000000,ACC00232,ACC00250,1634.96,WIRE,IN,DE
T0000536,2025-01-22 12:06:00.000000000,ACC00038,ACC00063,118.97,WIRE,AU,US
T0002414,2025-01-22 12:12:00.000000000,ACC00248,ACC00175,960.36,ACH,US,IN
T0001862,2025-01-22 12:16:00.000000000,ACC00134,ACC00240,97.47,WIRE,IN,IN
T0002717,2025-01-22 12:17:00.000000000,ACC00196,ACC00260,729.06,ACH,DE,IN
T0003951,2025-01-22 12:19:00.000000000,ACC00128,ACC00293,3615.91,CARD,SG,AU
T0000171,2025-01-22 12:23:00.000000000,ACC00072,ACC00011,823.45,CASH,CA,CA
T0000757,2025-01-22 12:28:00.000000000,ACC00104,ACC00054,1641.82,WIRE,AU,SG
T0002429,2025-01-22 12:32:00.000000000,ACC00176,ACC00223,954.37,CRYPTO,IN,GB
T0004015,2025-01-22 12:34:00.000000000,ACC00298,ACC00299,351.24,CARD,GB,US
T0003636,2025-01-22 12:37:00.000000000,ACC00029,ACC00264,677.61,ACH,IN,IN
T0000821,2025-01-22 12:43:00.000000000,ACC00117,ACC00058,222.38,ACH,IN,CA
T0001594,2025-01-22 12:43:00.000000000,ACC00124,ACC00115,357.24,CASH,IN,GB
T0002246,2025-01-22 12:45:00.000000000,ACC00161,ACC00296,207.48,CARD,US,IN
T0003364,2025-01-22 12:46:00.000000000,ACC00228,ACC00245,756.96,ACH,GB,DE
T0001968,2025-01-22 12:50:00.000000000,ACC00140,ACC00234,809.74,CARD,GB,DE
T0001209,2025-01-22 12:53:00.000000000,ACC00018,ACC00089,364.13,WIRE,CA,CA
T0003556,2025-01-22 12:53:00.000000000,ACC00257,ACC00198,245.38,WIRE,GB,DE
T0001690,2025-01-22 13:00:00.000000000,ACC00121,ACC00242,4947.35,WIRE,IN,SG
T0002357,2025-01-22 13:05:00.000000000,ACC00143,ACC00170,435.88,CRYPTO,US,AU
T0002716,2025-01-22 13:08:00.000000000,ACC00196,ACC00158,936.08,WIRE,DE,US
T0002551,2025-01-22 13:20:00.000000000,ACC00186,ACC00040,270.68,WIRE,GB,CA
T0002096,2025-01-22 13:21:00.000000000,ACC00150,ACC00191,264.71,CARD,CA,SG
T0000276,2025-01-22 13:26:00.000000000,ACC00008,ACC00018,531.97,CARD,DE,CA
T0001401,2025-01-22 13:30:00.000000000,ACC00102,ACC00124,586.45,WIRE,AU,IN
T0001888,2025-01-22 13:39:00.000000000,ACC00265,ACC00135,457.71,WIRE,IN,SG
T0000881,2025-01-22 13:41:00.000000000,ACC00062,ACC00202,361.56,CASH,SG,SG
T0002037,2025-01-22 13:44:00.000000000,ACC00009,ACC00145,108.13,ACH,US,IN
T0000770,2025-01-22 13:49:00.000000000,ACC00055,ACC00038,217.0,WIRE,AU,AU
T0002344,2025-01-22 13:50:00.000000000,ACC00020,ACC00169,638.32,CARD,CA,DE
T0001591,2025-01-22 14:01:00.000000000,ACC00048,ACC00115,351.88,CARD,CA,GB
T0002727,2025-01-22 14:02:00.000000000,ACC00158,ACC00197,344.47,ACH,US,US
T0003203,2025-01-22 14:03:00.000000000,ACC00149,ACC00232,2202.68,CARD,GB,IN
T0002546,2025-01-22 14:09:00.000000000,ACC00102,ACC00185,151.91,ACH,AU,AU
T0001372,2025-01-22 14:13:00.000000000,ACC00273,ACC00100,974.82,WIRE,SG,IN
T0002210,2025-01-22 14:24:00.000000000,ACC00159,ACC00084,1431.6,ACH,GB,DE
T0003081,2025-01-22 14:24:00.000000000,ACC00223,ACC00177,1235.75,ACH,GB,IN
T0002103,2025-01-22 14:26:00.000000000,ACC00228,ACC00150,866.99,CARD,GB,CA
T0001824,2025-01-22 14:34:00.000000000,ACC00131,ACC00238,173.33,WIRE,US,GB
T0001421,2025-01-22 14:47:00.000000000,ACC00292,ACC00103,465.98,WIRE,AU,SG
T0004085,2025-01-22 15:00:00.000000000,ACC00166,ACC00203,9840.49,CASH,DE,DE
T0001234,2025-01-22 15:07:00.000000000,ACC00090,ACC00182,1116.63,WIRE,SG,US
T0002802,2025-01-22 15:07:00.000000000,ACC00202,ACC00015,2547.03,ACH,SG,IN
T0000942,2025-01-22 15:11:00.000000000,ACC00197,ACC00066,291.36,WIRE,US,CA
T0003325,2025-01-22 15:11:00.000000000,ACC00242,ACC00046,794.8,ACH,SG,AU
T0003135,2025-01-22 15:17:00.000000000,ACC00268,ACC00227,277.76,CRYPTO,SG,CA
T0002085,2025-01-22 15:20:00.000000000,ACC00250,ACC00149,656.01,ACH,DE,GB
T0001873,2025-01-22 15:25:00.000000000,ACC00134,ACC00165,925.35,CARD,IN,CA
T0000660,2025-01-22 15:26:00.000000000,ACC00047,ACC00239,115.39,WIRE,DE,US
T0001801,2025-01-22 15:33:00.000000000,ACC00227,ACC00130,574.13,WIRE,CA,CA
T0002766,2025-01-22 15:37:00.000000000,ACC00071,ACC00200,839.5,ACH,US,US
T0001089,2025-01-22 15:44:00.000000000,ACC00078,ACC00106,853.45,CASH,CA,DE
T0002019,2025-01-22 15:50:00.000000000,ACC00191,ACC00144,1325.57,WIRE,SG,SG
T0003706,2025-01-22 15:58:00.000000000,ACC00271,ACC00267,285.9,CARD,CA,DE
T0000326,2025-01-22 16:06:00.000000000,ACC00024,ACC00264,399.75,WIRE,DE,IN
T0002885,2025-01-22 16:12:00.000000000,ACC00128,ACC00207,108.91,CASH,SG,CA
T0001360,2025-01-22 16:14:00.000000000,ACC00283,ACC00099,889.82,CARD,DE,CA
T0003341,2025-01-22 16:20:00.000000000,ACC00178,ACC00243,297.93,ACH,DE,IN
T0001681,2025-01-22 16:31:00.000000000,ACC00120,ACC00037,1095.41,CASH,DE,AU
T0003381,2025-01-22 16:32:00.000000000,ACC00245,ACC00213,927.05,ACH,DE,GB
T0002856,2025-01-22 16:38:00.000000000,ACC00233,ACC00206,3175.9,CASH,DE,SG
T0001003,2025-01-22 16:46:00.000000000,ACC00071,ACC00180,1720.09,CARD,US,CA
T0000759,2025-01-22 16:49:00.000000000,ACC00060,ACC00054,1130.62,CARD,AU,SG
T0002635,2025-01-22 16:55:00.000000000,ACC00002,ACC00190,622.21,WIRE,AU,CA
T0003749,2025-01-22 17:07:00.000000000,ACC00275,ACC00022,150.37,WIRE,IN,US
T0003883,2025-01-22 17:08:00.000000000,ACC00038,ACC00288,1442.06,CARD,AU,SG
T0003682,2025-01-22 17:08:00.000000000,ACC00268,ACC00036,415.75,ACH,SG,CA
T0000701,2025-01-22 17:10:00.000000000,ACC00009,ACC00050,225.94,ACH,US,CA
T0001048,2025-01-22 17:10:00.000000000,ACC00069,ACC00073,296.82,CASH,DE,SG
T0002870,2025-01-22 17:11:00.000000000,ACC00206,ACC00253,612.06,WIRE,SG,GB
T0000382,2025-01-22 17:15:00.000000000,ACC00160,ACC00029,287.07,CARD,DE,IN
T0002451,2025-01-22 17:17:00.000000000,ACC00177,ACC00131,828.58,CARD,IN,US
T0000594,2025-01-22 17:35:00.000000000,ACC00254,ACC00042,329.85,WIRE,IN,IN
T0001551,2025-01-22 17:37:00.000000000,ACC00113,ACC00030,1710.3,CARD,GB,GB
T0002338,2025-01-22 17:40:00.000000000,ACC00193,ACC00168,1482.46,WIRE,AU,CA
T0001830,2025-01-22 17:42:00.000000000,ACC00143,ACC00132,343.17,CASH,US,CA
T0003134,2025-01-22 17:50:00.000000000,ACC00009,ACC00227,940.14,ACH,US,CA
T0002030,2025-01-22 17:57:00.000000000,ACC00145,ACC00013,1596.97,ACH,IN,IN
T0004128,2025-01-22 18:00:00.000000000,ACC00122,ACC00243,8862.05,CASH,IN,IN
T0000172,2025-01-22 18:22:00.000000000,ACC00011,ACC00050,1977.49,ACH,CA,CA
T0003866,2025-01-22 18:28:00.000000000,ACC00292,ACC00287,541.23,WIRE,AU,AU
T0001933,2025-01-22 18:31:00.000000000,ACC00138,ACC00121,449.53,ACH,AU,IN
T0002055,2025-01-22 18:34:00.000000000,ACC00146,ACC00127,666.99,ACH,SG,IN
T0001682,2025-01-22 18:35:00.000000000,ACC00270,ACC00120,399.8,CARD,GB,DE
T0000787,2025-01-22 18:53:00.000000000,ACC00098,ACC00056,2560.67,ACH,IN,CA
T0000822,2025-01-22 19:03:00.000000000,ACC00078,ACC00058,1170.11,WIRE,CA,CA
T0000253,2025-01-22 19:15:00.000000000,ACC00016,ACC00171,525.28,WIRE,AU,GB
T0002380,2025-01-22 19:29:00.000000000,ACC00206,ACC00172,264.92,WIRE,SG,CA
